veh_id,time_s,cx,cy,lane_id
21,0.08333333333333333,817.1617736816406,257.7992858886719,E_left_turn
22,0.08333333333333333,782.0894165039062,157.39640045166016,E_through
23,0.08333333333333333,95.5587272644043,310.6442565917969,W_through
25,0.08333333333333333,734.7466125488281,208.49771118164062,E_through
4,0.1,157.8611602783203,322.7787322998047,W_through
5,0.1,680.4275512695312,254.061767578125,E_left_turn
6,0.1,754.556640625,185.23704528808594,E_through
8,0.1,726.6999816894531,260.4643249511719,E_left_turn
9,0.1,34.835883140563965,337.1776885986328,W_through
10,0.1,769.7782592773438,258.5691909790039,E_left_turn
11,0.1,169.80307006835938,262.5138702392578,W_left_turn
12,0.1,107.51078033447266,333.33013916015625,W_through
13,0.1,48.250094413757324,359.4623260498047,W_right_turn
14,0.1,45.048142433166504,288.1631622314453,W_through
16,0.1,236.61924743652344,262.37027740478516,W_left_turn
17,0.1,160.76372528076172,239.82430267333984,W_left_turn
18,0.1,790.6377563476562,211.02603912353516,E_through
20,0.1,214.0262680053711,326.50746154785156,W_through
21,0.1,817.1146850585938,257.8845443725586,E_left_turn
22,0.1,782.0101013183594,157.3238296508789,E_through
23,0.1,95.50173568725586,310.68284606933594,W_through
25,0.1,734.8177795410156,208.20054626464844,E_through
4,0.11666666666666667,157.8821029663086,322.74127197265625,W_through
5,0.11666666666666667,680.3992919921875,253.93460845947266,E_left_turn
6,0.11666666666666667,754.5408325195312,185.2506866455078,E_through
8,0.11666666666666667,726.6762084960938,260.46022033691406,E_left_turn
9,0.11666666666666667,34.76496505737305,337.1504821777344,W_through
10,0.11666666666666667,769.7982788085938,258.5774154663086,E_left_turn
11,0.11666666666666667,169.7477569580078,262.4696807861328,W_left_turn
12,0.11666666666666667,107.41257095336914,333.3241882324219,W_through
13,0.11666666666666667,48.3756799697876,359.4114227294922,W_right_turn
14,0.11666666666666667,45.025577545166016,288.2271728515625,W_through
16,0.11666666666666667,236.4593505859375,262.34722900390625,W_left_turn
17,0.11666666666666667,160.7165756225586,239.72691345214844,W_left_turn
18,0.11666666666666667,790.7944030761719,211.05519104003906,E_through
20,0.11666666666666667,214.17212677001953,326.48924255371094,W_through
21,0.11666666666666667,817.0175476074219,257.82708740234375,E_left_turn
22,0.11666666666666667,781.9690551757812,157.32840728759766,E_through
23,0.11666666666666667,95.48673629760742,310.7210693359375,W_through
25,0.11666666666666667,734.8664855957031,208.08409881591797,E_through
4,0.13333333333333333,157.8861312866211,322.5943603515625,W_through
5,0.13333333333333333,680.1852722167969,253.93550872802734,E_left_turn
6,0.13333333333333333,754.5359191894531,185.25850677490234,E_through
8,0.13333333333333333,726.6654663085938,260.45989990234375,E_left_turn
9,0.13333333333333333,34.74233436584473,337.1310272216797,W_through
10,0.13333333333333333,769.8010864257812,258.63867950439453,E_left_turn
11,0.13333333333333333,169.6883316040039,262.43231201171875,W_left_turn
12,0.13333333333333333,107.21649551391602,333.3587646484375,W_through
13,0.13333333333333333,48.41288375854492,359.4078369140625,W_right_turn
14,0.13333333333333333,45.051652908325195,288.21258544921875,W_through
16,0.13333333333333333,236.34439086914062,262.28316497802734,W_left_turn
17,0.13333333333333333,160.80654907226562,239.82476806640625,W_left_turn
18,0.13333333333333333,790.8566589355469,211.06279754638672,E_through
20,0.13333333333333333,214.13555145263672,326.4668884277344,W_through
21,0.13333333333333333,816.9851684570312,257.8004684448242,E_left_turn
22,0.13333333333333333,781.9611511230469,157.32981872558594,E_through
23,0.13333333333333333,95.49968719482422,310.76287841796875,W_through
25,0.13333333333333333,734.8416748046875,207.9953842163086,E_through
33,0.13333333333333333,257.1786117553711,412.1431579589844,W_right_turn
4,0.15,157.91532135009766,322.48414611816406,W_through
5,0.15,680.1130676269531,253.92658233642578,E_left_turn
6,0.15,754.5532836914062,185.2706069946289,E_through
8,0.15,726.651123046875,260.419677734375,E_left_turn
9,0.15,34.821237564086914,337.1764831542969,W_through
10,0.15,769.8265380859375,258.6259078979492,E_left_turn
11,0.15,169.69346618652344,262.4866714477539,W_left_turn
12,0.15,107.025390625,333.7649841308594,W_through
13,0.15,49.83464813232422,359.6841735839844,W_right_turn
14,0.15,45.056663513183594,288.3092956542969,W_through
16,0.15,236.28399658203125,262.31333923339844,W_left_turn
17,0.15,160.8604736328125,239.91769409179688,W_left_turn
18,0.15,790.3701782226562,211.0591049194336,E_through
20,0.15,214.0590362548828,326.55686950683594,W_through
21,0.15,816.9644775390625,257.75579833984375,E_left_turn
22,0.15,781.8034362792969,157.34471893310547,E_through
23,0.15,95.55895233154297,310.88294982910156,W_through
25,0.15,734.7449645996094,207.97566986083984,E_through
33,0.15,256.7826614379883,412.1864471435547,W_right_turn
4,0.16666666666666666,157.89370727539062,322.44061279296875,W_through
5,0.16666666666666666,680.1038818359375,253.89063262939453,E_left_turn
6,0.16666666666666666,754.5077819824219,185.3391571044922,E_through
8,0.16666666666666666,726.636962890625,260.3893585205078,E_left_turn
9,0.16666666666666666,34.77161884307861,337.1337127685547,W_through
10,0.16666666666666666,769.8256225585938,258.6459197998047,E_left_turn
11,0.16666666666666666,169.58744049072266,262.5039596557617,W_left_turn
12,0.16666666666666666,106.90731430053711,333.89617919921875,W_through
13,0.16666666666666666,50.31674385070801,359.714111328125,W_right_turn
14,0.16666666666666666,45.085604667663574,288.2516632080078,W_through
16,0.16666666666666666,236.28964233398438,262.2522659301758,W_left_turn
17,0.16666666666666666,160.82997131347656,239.93988800048828,W_left_turn
18,0.16666666666666666,789.9171447753906,211.0846405029297,E_through
20,0.16666666666666666,214.01959228515625,326.58599853515625,W_through
21,0.16666666666666666,816.9128112792969,257.77223205566406,E_left_turn
22,0.16666666666666666,781.7975158691406,157.2803192138672,E_through
23,0.16666666666666666,95.49674987792969,310.8337707519531,W_through
25,0.16666666666666666,734.7042236328125,207.94123077392578,E_through
33,0.16666666666666666,256.7699661254883,412.13319396972656,W_right_turn
4,0.18333333333333332,157.85015869140625,322.47462463378906,W_through
5,0.18333333333333332,680.0882873535156,253.8614730834961,E_left_turn
6,0.18333333333333332,754.5027770996094,185.37648010253906,E_through
8,0.18333333333333332,726.6263732910156,260.3825225830078,E_left_turn
9,0.18333333333333332,34.7666130065918,337.0741424560547,W_through
10,0.18333333333333332,769.8276062011719,258.6599349975586,E_left_turn
11,0.18333333333333332,169.58722686767578,262.6354217529297,W_left_turn
12,0.18333333333333332,106.86668014526367,333.9942321777344,W_through
13,0.18333333333333332,50.47323036193848,359.7225646972656,W_right_turn
14,0.18333333333333332,45.121344566345215,288.17108154296875,W_through
16,0.18333333333333332,236.2501678466797,262.20825958251953,W_left_turn
17,0.18333333333333332,160.83139038085938,239.94415283203125,W_left_turn
18,0.18333333333333332,789.751953125,211.09319305419922,E_through
20,0.18333333333333332,214.43638610839844,326.7159118652344,W_through
21,0.18333333333333332,816.90966796875,257.71952056884766,E_left_turn
22,0.18333333333333332,781.7951354980469,157.25599670410156,E_through
23,0.18333333333333332,95.48189163208008,310.84288024902344,W_through
25,0.18333333333333332,734.6915283203125,207.99697875976562,E_through
33,0.18333333333333332,257.1215515136719,412.1085968017578,W_right_turn
4,0.2,157.85118865966797,322.455322265625,W_through
5,0.2,680.0663757324219,253.87364959716797,E_left_turn
6,0.2,754.4710693359375,185.43690490722656,E_through
8,0.2,726.6223754882812,260.3730773925781,E_left_turn
9,0.2,34.766303062438965,337.06935119628906,W_through
10,0.2,769.8465576171875,258.69351959228516,E_left_turn
11,0.2,169.47569274902344,262.69964599609375,W_left_turn
12,0.2,106.93925857543945,333.9820861816406,W_through
13,0.2,50.58796691894531,359.6797790527344,W_right_turn
14,0.2,45.158456802368164,288.2135467529297,W_through
16,0.2,236.11519622802734,262.2016372680664,W_left_turn
17,0.2,160.8138427734375,239.914794921875,W_left_turn
18,0.2,789.5223693847656,211.13355255126953,E_through
20,0.2,214.69430541992188,326.8191833496094,W_through
21,0.2,816.9059143066406,257.6671829223633,E_left_turn
22,0.2,781.8633117675781,157.29032135009766,E_through
23,0.2,95.47639846801758,310.8177947998047,W_through
25,0.2,734.6460876464844,207.97840118408203,E_through
33,0.2,257.13145446777344,412.0709991455078,W_right_turn
4,0.21666666666666667,157.99353790283203,322.5050048828125,W_through
5,0.21666666666666667,680.0975341796875,253.87552642822266,E_left_turn
6,0.21666666666666667,754.4618225097656,185.3968734741211,E_through
8,0.21666666666666667,726.6147766113281,260.3858184814453,E_left_turn
9,0.21666666666666667,34.79419422149658,337.13893127441406,W_through
10,0.21666666666666667,769.8955993652344,258.68848419189453,E_left_turn
11,0.21666666666666667,169.49374389648438,262.79359436035156,W_left_turn
12,0.21666666666666667,106.99446105957031,334.0164794921875,W_through
13,0.21666666666666667,52.35873603820801,359.3676452636719,W_right_turn
14,0.21666666666666667,45.197805404663086,288.30274963378906,W_through
16,0.21666666666666667,236.08509826660156,262.2258987426758,W_left_turn
17,0.21666666666666667,160.82638549804688,239.95033264160156,W_left_turn
18,0.21666666666666667,789.2904052734375,211.10928344726562,E_through
20,0.21666666666666667,214.61094665527344,326.9049072265625,W_through
21,0.21666666666666667,816.9180908203125,257.63055419921875,E_left_turn
22,0.21666666666666667,781.8704528808594,157.29683685302734,E_through
23,0.21666666666666667,95.47324752807617,310.8062744140625,W_through
25,0.21666666666666667,734.6104125976562,208.03614807128906,E_through
33,0.21666666666666667,256.40028381347656,412.20481872558594,W_right_turn
4,0.23333333333333334,157.9768295288086,322.57305908203125,W_through
5,0.23333333333333334,680.09716796875,253.95372009277344,E_left_turn
6,0.23333333333333334,754.4304504394531,185.3934097290039,E_through
8,0.23333333333333334,726.6059875488281,260.39746856689453,E_left_turn
9,0.23333333333333334,34.71387195587158,337.0450897216797,W_through
10,0.23333333333333334,769.9146423339844,258.64929962158203,E_left_turn
11,0.23333333333333334,169.42122650146484,262.80834197998047,W_left_turn
12,0.23333333333333334,106.98394012451172,334.1090087890625,W_through
13,0.23333333333333334,52.918569564819336,359.1895751953125,W_right_turn
14,0.23333333333333334,44.7643404006958,288.2338104248047,W_through
16,0.23333333333333334,236.1300506591797,262.1971435546875,W_left_turn
17,0.23333333333333334,160.7327423095703,239.93590545654297,W_left_turn
18,0.23333333333333334,789.1980895996094,211.14127349853516,E_through
20,0.23333333333333334,214.65941619873047,326.91004943847656,W_through
21,0.23333333333333334,816.8854370117188,257.67042541503906,E_left_turn
22,0.23333333333333334,781.9107055664062,157.29944610595703,E_through
23,0.23333333333333334,95.4112319946289,310.56170654296875,W_through
25,0.23333333333333334,734.6122436523438,208.0307388305664,E_through
33,0.23333333333333334,256.0321273803711,412.24937438964844,W_right_turn
67,0.23333333333333334,125.50935745239258,361.64129638671875,W_right_turn
74,0.23333333333333334,605.3371276855469,230.33302307128906,E_left_turn
4,0.25,157.96990966796875,322.575927734375,W_through
5,0.25,680.0448303222656,254.00799560546875,E_left_turn
6,0.25,754.425537109375,185.39183807373047,E_through
8,0.25,726.5921020507812,260.40904998779297,E_left_turn
9,0.25,34.703102111816406,337.00904846191406,W_through
10,0.25,769.9215393066406,258.62644958496094,E_left_turn
11,0.25,169.38884735107422,262.8128433227539,W_left_turn
12,0.25,107.00902938842773,334.0888366699219,W_through
13,0.25,53.114816665649414,359.11253356933594,W_right_turn
14,0.25,44.54949378967285,288.2349853515625,W_through
16,0.25,236.166748046875,262.1737747192383,W_left_turn
17,0.25,160.70811462402344,239.9312515258789,W_left_turn
18,0.25,789.158935546875,211.17443084716797,E_through
20,0.25,214.705322265625,326.94615173339844,W_through
21,0.25,816.8890380859375,257.6827087402344,E_left_turn
22,0.25,781.9243774414062,157.3054428100586,E_through
23,0.25,95.42367172241211,310.4178771972656,W_through
25,0.25,734.6141357421875,208.01764678955078,E_through
33,0.25,255.90131378173828,412.28790283203125,W_right_turn
67,0.25,125.52118682861328,361.6482391357422,W_right_turn
74,0.25,605.3615417480469,230.28988647460938,E_left_turn
75,0.25,837.8823547363281,158.00741577148438,E_through
4,0.26666666666666666,157.94913482666016,322.55152893066406,W_through
5,0.26666666666666666,680.0877380371094,254.0231475830078,E_left_turn
6,0.26666666666666666,754.4264221191406,185.36483764648438,E_through
8,0.26666666666666666,726.5951232910156,260.3883514404297,E_left_turn
9,0.26666666666666666,34.727192878723145,337.018798828125,W_through
10,0.26666666666666666,769.92822265625,258.61766052246094,E_left_turn
11,0.26666666666666666,169.48584747314453,262.77809143066406,W_left_turn
12,0.26666666666666666,107.0197868347168,334.09413146972656,W_through
13,0.26666666666666666,53.20306205749512,359.07049560546875,W_right_turn
14,0.26666666666666666,44.523390769958496,288.2553253173828,W_through
16,0.26666666666666666,236.04718017578125,262.1948699951172,W_left_turn
17,0.26666666666666666,160.6563720703125,239.91521453857422,W_left_turn
18,0.26666666666666666,789.4575500488281,211.24193572998047,E_through
20,0.26666666666666666,214.58708953857422,326.84466552734375,W_through
21,0.26666666666666666,816.9002075195312,257.65918731689453,E_left_turn
22,0.26666666666666666,781.9392700195312,157.29600524902344,E_through
23,0.26666666666666666,95.43633270263672,310.37779235839844,W_through
25,0.26666666666666666,734.5977172851562,207.99160766601562,E_through
33,0.26666666666666666,255.70571899414062,412.3097839355469,W_right_turn
67,0.26666666666666666,125.52322006225586,361.62974548339844,W_right_turn
74,0.26666666666666666,605.4247741699219,230.3947296142578,E_left_turn
75,0.26666666666666666,837.8799743652344,158.0020523071289,E_through
4,0.2833333333333333,157.99134826660156,322.64341735839844,W_through
5,0.2833333333333333,680.1296997070312,254.01387786865234,E_left_turn
6,0.2833333333333333,754.4282531738281,185.33905029296875,E_through
8,0.2833333333333333,726.6054077148438,260.3531951904297,E_left_turn
9,0.2833333333333333,34.868642807006836,337.14520263671875,W_through
10,0.2833333333333333,769.9307250976562,258.59598541259766,E_left_turn
11,0.2833333333333333,169.61168670654297,262.7979736328125,W_left_turn
12,0.2833333333333333,107.155517578125,334.07318115234375,W_through
13,0.2833333333333333,54.963470458984375,359.5281982421875,W_right_turn
14,0.2833333333333333,44.592787742614746,288.22508239746094,W_through
16,0.2833333333333333,236.05101776123047,262.2023696899414,W_left_turn
17,0.2833333333333333,160.70037078857422,239.93771362304688,W_left_turn
18,0.2833333333333333,789.3157043457031,211.2979507446289,E_through
20,0.2833333333333333,214.75305938720703,326.886474609375,W_through
21,0.2833333333333333,816.9104309082031,257.6327590942383,E_left_turn
22,0.2833333333333333,781.9391479492188,157.28273010253906,E_through
23,0.2833333333333333,95.53956985473633,310.40447998046875,W_through
25,0.2833333333333333,734.5732116699219,207.97437286376953,E_through
33,0.2833333333333333,255.07495880126953,412.25025939941406,W_right_turn
67,0.2833333333333333,127.80509948730469,361.628173828125,W_right_turn
74,0.2833333333333333,605.4577026367188,230.43697357177734,E_left_turn
75,0.2833333333333333,837.8746948242188,157.9841766357422,E_through
4,0.3,157.95186614990234,322.63209533691406,W_through
5,0.3,680.1791687011719,254.0107650756836,E_left_turn
6,0.3,754.4612426757812,185.3173828125,E_through
8,0.3,726.5745849609375,260.3449172973633,E_left_turn
9,0.3,34.830257415771484,337.1352081298828,W_through
10,0.3,769.9560546875,258.61031341552734,E_left_turn
11,0.3,169.60456085205078,262.70556640625,W_left_turn
12,0.3,107.1567268371582,334.05650329589844,W_through
13,0.3,55.52572441101074,359.6483459472656,W_right_turn
14,0.3,44.58916759490967,288.13526916503906,W_through
16,0.3,236.12996673583984,262.13270568847656,W_left_turn
17,0.3,160.5915985107422,239.876220703125,W_left_turn
18,0.3,789.3501586914062,211.34266662597656,E_through
20,0.3,214.71710968017578,326.8342742919922,W_through
21,0.3,816.9325561523438,257.64634704589844,E_left_turn
22,0.3,781.9156799316406,157.2642822265625,E_through
23,0.3,95.56964111328125,310.30210876464844,W_through
25,0.3,734.7132568359375,208.2486114501953,E_through
33,0.3,254.75164794921875,412.18800354003906,W_right_turn
67,0.3,128.48302841186523,361.6076354980469,W_right_turn
74,0.3,605.35888671875,230.48799896240234,E_left_turn
75,0.3,837.9469909667969,158.0486831665039,E_through
4,0.31666666666666665,157.97320556640625,322.65087890625,W_through
5,0.31666666666666665,680.2747192382812,254.0802993774414,E_left_turn
6,0.31666666666666665,754.5183410644531,185.3458023071289,E_through
8,0.31666666666666665,726.5177307128906,260.36048126220703,E_left_turn
9,0.31666666666666665,34.815505027770996,337.16944885253906,W_through
10,0.31666666666666665,769.8519287109375,258.63170623779297,E_left_turn
11,0.31666666666666665,169.41088104248047,262.73814392089844,W_left_turn
12,0.31666666666666665,107.10911560058594,333.9861602783203,W_through
13,0.31666666666666665,55.570919036865234,359.5764465332031,W_right_turn
14,0.31666666666666665,44.660133361816406,288.21319580078125,W_through
16,0.31666666666666665,236.19845581054688,262.1003189086914,W_left_turn
17,0.31666666666666665,160.53951263427734,239.79673767089844,W_left_turn
18,0.31666666666666665,789.4883422851562,211.39415740966797,E_through
20,0.31666666666666665,214.64546966552734,326.75791931152344,W_through
21,0.31666666666666665,816.9592590332031,257.5556945800781,E_left_turn
22,0.31666666666666665,781.9193115234375,157.28741455078125,E_through
23,0.31666666666666665,95.50332641601562,310.4588928222656,W_through
25,0.31666666666666665,734.7691040039062,208.4911880493164,E_through
33,0.31666666666666665,254.91544342041016,412.2342529296875,W_right_turn
67,0.31666666666666665,128.8338966369629,361.5690155029297,W_right_turn
74,0.31666666666666665,605.2840270996094,230.6559066772461,E_left_turn
75,0.31666666666666665,837.9162902832031,158.19625854492188,E_through
4,0.3333333333333333,158.0212860107422,322.6168518066406,W_through
5,0.3333333333333333,680.2732238769531,254.12374114990234,E_left_turn
6,0.3333333333333333,754.5478515625,185.3833999633789,E_through
8,0.3333333333333333,726.50537109375,260.34764099121094,E_left_turn
9,0.3333333333333333,34.71337699890137,337.2379455566406,W_through
10,0.3333333333333333,769.7698974609375,258.6140594482422,E_left_turn
11,0.3333333333333333,169.3143310546875,262.69683837890625,W_left_turn
12,0.3333333333333333,107.07260131835938,333.73223876953125,W_through
13,0.3333333333333333,55.62674140930176,359.57008361816406,W_right_turn
14,0.3333333333333333,44.70104503631592,288.21221923828125,W_through
16,0.3333333333333333,236.15190887451172,262.13353729248047,W_left_turn
17,0.3333333333333333,160.48194122314453,239.81737518310547,W_left_turn
18,0.3333333333333333,789.8565063476562,211.45673370361328,E_through
20,0.3333333333333333,214.6162872314453,326.7138671875,W_through
21,0.3333333333333333,817.02783203125,257.5189895629883,E_left_turn
22,0.3333333333333333,781.9189758300781,157.2987823486328,E_through
23,0.3333333333333333,95.51201248168945,310.5761413574219,W_through
25,0.3333333333333333,734.7627563476562,208.66439819335938,E_through
33,0.3333333333333333,255.0555191040039,412.2294006347656,W_right_turn
67,0.3333333333333333,128.91781616210938,361.6190185546875,W_right_turn
74,0.3333333333333333,605.2494506835938,230.6627960205078,E_left_turn
75,0.3333333333333333,837.8783569335938,158.30835723876953,E_through
4,0.35,158.03376007080078,322.6564483642578,W_through
5,0.35,680.2759704589844,254.14649963378906,E_left_turn
6,0.35,754.5550231933594,185.38729858398438,E_through
8,0.35,726.51318359375,260.33543395996094,E_left_turn
9,0.35,34.98549556732178,337.3340759277344,W_through
10,0.35,769.743896484375,258.5882110595703,E_left_turn
11,0.35,169.3364486694336,262.7271270751953,W_left_turn
12,0.35,107.33688735961914,333.47772216796875,W_through
13,0.35,57.48066520690918,359.9116516113281,W_right_turn
14,0.35,44.78031826019287,288.284912109375,W_through
16,0.35,236.17346954345703,262.1862106323242,W_left_turn
17,0.35,160.52024841308594,239.88034057617188,W_left_turn
18,0.35,789.9733581542969,211.47046661376953,E_through
20,0.35,214.62970733642578,326.7129669189453,W_through
21,0.35,817.0555725097656,257.49329376220703,E_left_turn
22,0.35,781.9142761230469,157.29048919677734,E_through
23,0.35,95.58816146850586,310.65679931640625,W_through
25,0.35,734.7663269042969,208.68009185791016,E_through
33,0.35,255.89175415039062,411.88438415527344,W_right_turn
67,0.35,131.35202026367188,362.0367889404297,W_right_turn
74,0.35,605.2303466796875,230.65703582763672,E_left_turn
75,0.35,837.8511962890625,158.3441619873047,E_through
4,0.36666666666666664,157.98251342773438,322.6797637939453,W_through
5,0.36666666666666664,680.2610778808594,254.16564178466797,E_left_turn
6,0.36666666666666664,754.5674133300781,185.39599609375,E_through
8,0.36666666666666664,726.5197143554688,260.34883880615234,E_left_turn
9,0.36666666666666664,35.00559139251709,337.32421875,W_through
10,0.36666666666666664,769.4957580566406,258.7396697998047,E_left_turn
11,0.36666666666666664,169.283203125,262.67755126953125,W_left_turn
12,0.36666666666666664,107.36579132080078,333.4090270996094,W_through
13,0.36666666666666664,58.090145111083984,359.9179229736328,W_right_turn
14,0.36666666666666664,44.71803855895996,288.25048828125,W_through
16,0.36666666666666664,236.1783905029297,262.2273254394531,W_left_turn
17,0.36666666666666664,160.4583740234375,239.79209899902344,W_left_turn
18,0.36666666666666664,789.8864440917969,211.55242156982422,E_through
20,0.36666666666666664,214.57100677490234,326.6912536621094,W_through
21,0.36666666666666664,817.0617065429688,257.48997497558594,E_left_turn
22,0.36666666666666664,781.9215087890625,157.2833480834961,E_through
23,0.36666666666666664,95.54035186767578,310.6223449707031,W_through
25,0.36666666666666664,734.7658386230469,208.71218872070312,E_through
33,0.36666666666666664,256.03861236572266,411.6789245605469,W_right_turn
67,0.36666666666666664,132.2001075744629,362.1397247314453,W_right_turn
74,0.36666666666666664,605.2122802734375,230.62860107421875,E_left_turn
75,0.36666666666666664,837.8528747558594,158.36065673828125,E_through
4,0.38333333333333336,157.95458221435547,322.71702575683594,W_through
