vehicle_id,time_s,x_m,y_m
195,61.7,-1.81,20.35
196,61.7,15.22,17.18
197,61.7,35.92,17.07
198,61.7,46.68,17.01
20,61.7,-24.9,31.3
21,61.7,-24.9,43.86
215,61.7,-15.3,32.78
216,61.7,-12.45,2.67
217,61.7,-17.57,15.86
218,61.7,-18.5,32.13
219,61.7,-18.5,44.09
229,61.7,-19.92,5.16
231,61.7,-21.7,31.3
232,61.7,-21.7,43.86
242,61.7,16.9,1.17
247,61.7,8.49,4.41
248,61.7,8.47,1.21
249,61.7,8.51,7.61
250,61.7,15.51,7.58
251,61.7,22.56,7.54
252,61.7,29.79,7.5
253,61.7,37.47,7.46
254,61.7,45.37,7.41
260,61.7,8.53,10.81
261,61.7,15.53,10.78
262,61.7,22.58,10.74
263,61.7,29.81,10.7
264,61.7,37.49,10.66
265,61.7,45.39,10.61
270,61.7,8.54,14.01
271,61.7,15.54,13.98
272,61.7,22.56,13.94
273,61.7,29.66,13.9
274,61.7,37.0,13.86
275,61.7,44.64,13.82
30,61.7,-23.9,-26.45
31,61.7,-26.32,5.18
32,61.7,-28.1,31.3
33,61.7,-28.1,43.86
46,61.7,32.9,-2.12
47,61.7,11.93,-2.0
48,61.7,-1.95,-0.47
49,61.7,-11.72,8.12
50,61.7,-14.96,20.26
57,61.7,39.94,-5.36
58,61.7,15.81,-5.23
59,61.7,0.49,-4.08
9,61.7,-17.5,-26.49
122,61.8,-38.69,-1.59
123,61.8,-45.69,-1.67
124,61.8,-52.69,-1.75
125,61.8,-38.65,-4.79
126,61.8,-45.65,-4.87
127,61.8,-52.65,-4.95
128,61.8,-59.66,-5.03
129,61.8,-38.62,-7.99
130,61.8,-45.62,-8.07
131,61.8,-52.62,-8.15
132,61.8,-59.63,-8.23
136,61.8,-29.35,-12.82
137,61.8,-73.62,4.42
138,61.8,-57.47,4.6
141,61.8,-38.73,1.61
142,61.8,-52.23,1.46
143,61.8,-59.7,-1.83
144,61.8,-66.71,-1.91
145,61.8,-73.75,-1.99
157,61.8,-66.66,-5.11
158,61.8,-73.68,-5.19
169,61.8,-66.64,-8.31
170,61.8,-73.68,-8.39
18,61.8,-20.71,-27.86
19,61.8,-22.87,3.8
193,61.8,-2.5,44.33
195,61.8,-2.02,20.99
196,61.8,14.39,17.18
197,61.8,35.14,17.07
198,61.8,46.5,17.01
20,61.8,-24.9,30.44
21,61.8,-24.9,43.6
215,61.8,-15.3,32.16
216,61.8,-12.06,1.97
217,61.8,-17.47,15.09
218,61.8,-18.5,31.31
219,61.8,-18.5,43.86
229,61.8,-19.67,3.79
231,61.8,-21.7,30.44
232,61.8,-21.7,43.6
242,61.8,16.77,1.17
247,61.8,8.49,4.41
248,61.8,8.47,1.21
249,61.8,8.51,7.61
250,61.8,15.51,7.58
251,61.8,22.55,7.54
252,61.8,29.76,7.5
253,61.8,37.4,7.46
254,61.8,45.28,7.42
260,61.8,8.53,10.81
261,61.8,15.53,10.78
262,61.8,22.57,10.74
263,61.8,29.78,10.7
264,61.8,37.42,10.66
265,61.8,45.3,10.62
270,61.8,8.54,14.01
271,61.8,15.54,13.98
272,61.8,22.56,13.94
273,61.8,29.65,13.9
274,61.8,36.97,13.86
275,61.8,44.58,13.82
30,61.8,-23.91,-27.84
31,61.8,-26.07,3.81
32,61.8,-28.1,30.44
33,61.8,-28.1,43.6
46,61.8,34.29,-2.13
47,61.8,12.86,-2.01
48,61.8,-1.13,-0.6
49,61.8,-11.36,7.47
50,61.8,-14.87,19.6
57,61.8,41.33,-5.36
58,61.8,16.86,-5.23
59,61.8,1.25,-4.2
9,61.8,-17.51,-27.88
122,61.9,-38.69,-1.59
123,61.9,-45.69,-1.67
124,61.9,-52.69,-1.75
125,61.9,-38.65,-4.79
126,61.9,-45.65,-4.87
127,61.9,-52.65,-4.95
128,61.9,-59.65,-5.03
129,61.9,-38.62,-7.99
130,61.9,-45.62,-8.07
131,61.9,-52.62,-8.15
132,61.9,-59.63,-8.23
136,61.9,-28.88,-13.24
137,61.9,-73.2,4.42
138,61.9,-56.46,4.61
141,61.9,-38.73,1.61
142,61.9,-51.78,1.46
143,61.9,-59.7,-1.83
144,61.9,-66.71,-1.91
145,61.9,-73.75,-1.99
157,61.9,-66.66,-5.11
158,61.9,-73.68,-5.19
169,61.9,-66.64,-8.31
170,61.9,-73.68,-8.39
18,61.9,-20.72,-29.25
19,61.9,-22.62,2.44
193,61.9,-2.5,45.64
195,61.9,-2.2,21.68
196,61.9,13.56,17.19
197,61.9,34.33,17.07
198,61.9,46.29,17.01
20,61.9,-24.9,29.56
21,61.9,-24.9,43.31
215,61.9,-15.3,31.54
216,61.9,-11.43,1.52
217,61.9,-17.37,14.32
218,61.9,-18.5,30.48
219,61.9,-18.5,43.6
229,61.9,-19.42,2.43
231,61.9,-21.7,29.56
232,61.9,-21.7,43.31
242,61.9,16.65,1.17
247,61.9,8.49,4.41
248,61.9,8.47,1.21
249,61.9,8.51,7.61
250,61.9,15.51,7.58
251,61.9,22.55,7.54
252,61.9,29.74,7.5
253,61.9,37.34,7.46
254,61.9,45.19,7.42
260,61.9,8.53,10.81
261,61.9,15.53,10.78
262,61.9,22.57,10.74
263,61.9,29.76,10.7
264,61.9,37.36,10.66
265,61.9,45.21,10.62
270,61.9,8.54,14.01
271,61.9,15.54,13.98
272,61.9,22.56,13.94
273,61.9,29.64,13.9
274,61.9,36.93,13.86
275,61.9,44.52,13.82
30,61.9,-23.92,-29.23
31,61.9,-25.82,2.45
32,61.9,-28.1,29.56
33,61.9,-28.1,43.31
46,61.9,35.68,-2.13
47,61.9,13.82,-2.01
48,61.9,-0.28,-0.74
49,61.9,-10.99,6.79
50,61.9,-14.78,18.92
57,61.9,42.72,-5.37
58,61.9,17.93,-5.24
59,61.9,1.97,-4.31
9,61.9,-17.52,-29.27
122,62.0,-38.69,-1.59
123,62.0,-45.69,-1.67
124,62.0,-52.69,-1.75
125,62.0,-38.65,-4.79
126,62.0,-45.65,-4.87
127,62.0,-52.65,-4.95
128,62.0,-59.65,-5.03
129,62.0,-38.62,-7.99
130,62.0,-45.62,-8.07
131,62.0,-52.62,-8.15
132,62.0,-59.63,-8.23
136,62.0,-28.4,-13.69
137,62.0,-72.76,4.43
138,62.0,-55.42,4.62
141,62.0,-38.73,1.61
142,62.0,-51.36,1.47
143,62.0,-59.7,-1.83
144,62.0,-66.71,-1.91
145,62.0,-73.74,-1.99
157,62.0,-66.66,-5.11
158,62.0,-73.68,-5.19
169,62.0,-66.64,-8.31
170,62.0,-73.67,-8.39
18,62.0,-20.73,-30.64
19,62.0,-22.37,1.07
193,62.0,-2.5,46.97
195,62.0,-2.38,22.39
196,62.0,12.72,17.19
197,62.0,33.5,17.08
198,62.0,46.06,17.01
20,62.0,-24.9,28.65
21,62.0,-24.9,43.0
215,62.0,-15.3,30.9
216,62.0,-10.8,1.11
217,62.0,-17.27,13.56
218,62.0,-18.5,29.65
219,62.0,-18.5,43.31
229,62.0,-19.17,1.06
231,62.0,-21.7,28.65
232,62.0,-21.7,43.0
242,62.0,16.54,1.17
247,62.0,8.49,4.41
248,62.0,8.47,1.21
249,62.0,8.51,7.61
250,62.0,15.51,7.58
251,62.0,22.54,7.54
252,62.0,29.72,7.5
253,62.0,37.28,7.46
254,62.0,45.11,7.42
260,62.0,8.53,10.81
261,62.0,15.53,10.78
262,62.0,22.56,10.74
263,62.0,29.74,10.7
264,62.0,37.3,10.66
265,62.0,45.13,10.62
270,62.0,8.54,14.01
271,62.0,15.54,13.98
272,62.0,22.56,13.94
273,62.0,29.63,13.9
274,62.0,36.9,13.86
275,62.0,44.46,13.82
30,62.0,-23.93,-30.62
31,62.0,-25.57,1.08
32,62.0,-28.1,28.65
33,62.0,-28.1,43.0
46,62.0,37.07,-2.14
47,62.0,14.8,-2.02
48,62.0,0.52,-0.87
49,62.0,-10.61,6.1
50,62.0,-14.69,18.24
57,62.0,44.11,-5.38
58,62.0,19.03,-5.24
59,62.0,2.63,-4.42
9,62.0,-17.53,-30.66
122,62.1,-38.69,-1.59
123,62.1,-45.69,-1.67
124,62.1,-52.69,-1.75
125,62.1,-38.65,-4.79
126,62.1,-45.65,-4.87
127,62.1,-52.65,-4.95
128,62.1,-59.65,-5.03
129,62.1,-38.62,-7.99
130,62.1,-45.62,-8.07
131,62.1,-52.62,-8.15
132,62.1,-59.63,-8.23
136,62.1,-27.89,-14.16
137,62.1,-72.29,4.43
138,62.1,-54.35,4.63
141,62.1,-38.73,1.61
142,62.1,-50.96,1.47
143,62.1,-59.7,-1.83
144,62.1,-66.71,-1.91
145,62.1,-73.74,-1.99
157,62.1,-66.66,-5.11
158,62.1,-73.68,-5.19
169,62.1,-66.64,-8.31
170,62.1,-73.67,-8.39
18,62.1,-20.75,-32.03
19,62.1,-22.12,-0.3
193,62.1,-2.5,48.34
195,62.1,-2.5,23.14
196,62.1,11.87,17.2
197,62.1,32.64,17.08
198,62.1,45.8,17.01
20,62.1,-24.9,27.71
21,62.1,-24.9,42.66
215,62.1,-15.3,30.27
216,62.1,-10.2,0.72
217,62.1,-17.17,12.82
218,62.1,-18.5,28.83
219,62.1,-18.5,43.0
229,62.1,-18.92,-0.31
231,62.1,-21.7,27.71
232,62.1,-21.7,42.66
242,62.1,16.44,1.17
247,62.1,8.49,4.41
248,62.1,8.47,1.21
249,62.1,8.51,7.61
250,62.1,15.51,7.58
251,62.1,22.54,7.54
252,62.1,29.7,7.5
253,62.1,37.23,7.46
254,62.1,45.03,7.42
260,62.1,8.53,10.81
261,62.1,15.53,10.78
262,62.1,22.56,10.74
263,62.1,29.72,10.7
264,62.1,37.25,10.66
265,62.1,45.05,10.62
270,62.1,8.54,14.01
271,62.1,15.54,13.98
272,62.1,22.56,13.94
273,62.1,29.62,13.9
274,62.1,36.88,13.86
275,62.1,44.41,13.82
30,62.1,-23.95,-32.01
31,62.1,-25.32,-0.28
32,62.1,-28.1,27.71
33,62.1,-28.1,42.66
46,62.1,38.46,-2.15
47,62.1,15.82,-2.03
48,62.1,1.28,-0.99
49,62.1,-10.24,5.44
50,62.1,-14.61,17.61
57,62.1,45.49,-5.39
58,62.1,20.15,-5.25
59,62.1,3.26,-4.52
9,62.1,-17.55,-32.05
122,62.2,-38.69,-1.59
123,62.2,-45.69,-1.67
124,62.2,-52.69,-1.75
125,62.2,-38.65,-4.79
126,62.2,-45.65,-4.87
127,62.2,-52.65,-4.95
128,62.2,-59.65,-5.03
129,62.2,-38.62,-7.99
130,62.2,-45.62,-8.07
131,62.2,-52.62,-8.15
132,62.2,-59.63,-8.23
136,62.2,-27.57,-14.76
137,62.2,-71.8,4.44
138,62.2,-53.26,4.65
141,62.2,-38.73,1.61
142,62.2,-50.58,1.48
143,62.2,-59.7,-1.83
144,62.2,-66.71,-1.91
145,62.2,-73.74,-1.99
157,62.2,-66.66,-5.11
158,62.2,-73.67,-5.19
169,62.2,-66.64,-8.31
170,62.2,-73.67,-8.39
18,62.2,-20.76,-33.41
19,62.2,-21.86,-1.66
195,62.2,-2.5,23.93
196,62.2,11.0,17.2
197,62.2,31.76,17.09
198,62.2,45.51,17.01
20,62.2,-24.9,26.75
21,62.2,-24.9,42.3
215,62.2,-15.3,29.66
216,62.2,-9.62,0.34
217,62.2,-17.07,12.1
218,62.2,-18.5,28.02
219,62.2,-18.5,42.66
229,62.2,-18.66,-1.67
231,62.2,-21.7,26.75
232,62.2,-21.7,42.3
242,62.2,16.35,1.17
247,62.2,8.49,4.41
248,62.2,8.47,1.21
249,62.2,8.51,7.61
250,62.2,15.51,7.58
251,62.2,22.54,7.54
252,62.2,29.69,7.5
253,62.2,37.17,7.46
254,62.2,44.95,7.42
260,62.2,8.53,10.81
261,62.2,15.53,10.78
262,62.2,22.56,10.74
263,62.2,29.71,10.7
264,62.2,37.19,10.66
265,62.2,44.97,10.62
270,62.2,8.54,14.01
271,62.2,15.54,13.98
272,62.2,22.55,13.94
273,62.2,29.62,13.9
274,62.2,36.85,13.86
275,62.2,44.35,13.82
30,62.2,-23.96,-33.39
31,62.2,-25.06,-1.65
32,62.2,-28.1,26.75
33,62.2,-28.1,42.3
46,62.2,39.85,-2.16
47,62.2,16.85,-2.03
48,62.2,1.99,-1.1
49,62.2,-9.89,4.8
50,62.2,-14.52,16.95
57,62.2,46.88,-5.39
58,62.2,21.3,-5.26
59,62.2,3.91,-4.62
9,62.2,-17.56,-33.44
122,62.3,-38.69,-1.59
123,62.3,-45.69,-1.67
124,62.3,-52.69,-1.75
125,62.3,-38.65,-4.79
126,62.3,-45.65,-4.87
127,62.3,-52.65,-4.95
128,62.3,-59.65,-5.03
129,62.3,-38.62,-7.99
130,62.3,-45.62,-8.07
131,62.3,-52.62,-8.15
132,62.3,-59.63,-8.23
136,62.3,-27.39,-15.48
137,62.3,-71.28,4.44
138,62.3,-52.14,4.66
141,62.3,-38.73,1.61
142,62.3,-50.22,1.48
143,62.3,-59.7,-1.83
144,62.3,-66.7,-1.91
145,62.3,-73.73,-1.99
157,62.3,-66.66,-5.11
158,62.3,-73.67,-5.19
169,62.3,-66.63,-8.31
170,62.3,-73.66,-8.39
18,62.3,-20.77,-34.8
19,62.3,-21.61,-3.03
195,62.3,-2.5,24.74
196,62.3,10.12,17.21
197,62.3,30.85,17.09
198,62.3,45.2,17.02
20,62.3,-24.9,25.76
21,62.3,-24.9,41.91
215,62.3,-15.3,29.03
216,62.3,-9.03,-0.05
217,62.3,-16.98,11.4
218,62.3,-18.5,27.23
219,62.3,-18.5,42.3
229,62.3,-18.41,-3.04
231,62.3,-21.7,25.76
232,62.3,-21.7,41.91
242,62.3,16.26,1.17
247,62.3,8.49,4.41
248,62.3,8.47,1.21
249,62.3,8.51,7.61
250,62.3,15.51,7.58
251,62.3,22.54,7.54
252,62.3,29.67,7.5
253,62.3,37.13,7.46
254,62.3,44.88,7.42
260,62.3,8.53,10.81
261,62.3,15.53,10.78
262,62.3,22.56,10.74
263,62.3,29.69,10.7
264,62.3,37.15,10.66
265,62.3,44.9,10.62
270,62.3,8.54,14.01
271,62.3,15.54,13.98
272,62.3,22.55,13.94
273,62.3,29.61,13.9
274,62.3,36.83,13.86
275,62.3,44.3,13.82
30,62.3,-23.97,-34.78
31,62.3,-24.81,-3.02
32,62.3,-28.1,25.76
33,62.3,-28.1,41.91
46,62.3,41.24,-2.16
47,62.3,17.92,-2.04
48,62.3,2.66,-1.21
49,62.3,-9.52,4.23
50,62.3,-14.43,16.27
57,62.3,48.27,-5.4
58,62.3,22.48,-5.26
59,62.3,4.59,-4.73
9,62.3,-17.57,-34.83
122,62.4,-38.69,-1.59
123,62.4,-45.69,-1.67
124,62.4,-52.69,-1.75
125,62.4,-38.65,-4.79
126,62.4,-45.65,-4.87
127,62.4,-52.65,-4.95
128,62.4,-59.65,-5.03
129,62.4,-38.62,-7.99
130,62.4,-45.62,-8.07
131,62.4,-52.62,-8.15
132,62.4,-59.63,-8.23
136,62.4,-27.2,-16.23
137,62.4,-70.73,4.45
138,62.4,-51.0,4.67
141,62.4,-38.73,1.61
142,62.4,-49.88,1.48
143,62.4,-59.7,-1.83
144,62.4,-66.7,-1.91
145,62.4,-73.73,-1.99
157,62.4,-66.66,-5.11
158,62.4,-73.67,-5.19
169,62.4,-66.63,-8.31
170,62.4,-73.66,-8.39
18,62.4,-20.78,-36.19
19,62.4,-21.36,-4.39
195,62.4,-2.5,25.59
196,62.4,9.23,17.21
197,62.4,29.91,17.1
198,62.4,44.86,17.02
20,62.4,-24.9,24.75
21,62.4,-24.9,41.49
215,62.4,-15.3,28.39
216,62.4,-8.43,-0.44
217,62.4,-16.89,10.69
218,62.4,-18.5,26.45
219,62.4,-18.5,41.91
229,62.4,-18.16,-4.41
231,62.4,-21.7,24.75
232,62.4,-21.7,41.49
242,62.4,16.19,1.17
247,62.4,8.49,4.41
248,62.4,8.47,1.21
249,62.4,8.51,7.61
250,62.4,15.51,7.58
251,62.4,22.53,7.54
252,62.4,29.66,7.5
253,62.4,37.08,7.46
254,62.4,44.8,7.42
260,62.4,8.53,10.81
261,62.4,15.53,10.78
262,62.4,22.55,10.74
263,62.4,29.68,10.7
264,62.4,37.1,10.66
265,62.4,44.82,10.62
270,62.4,8.54,14.01
271,62.4,15.54,13.98
272,62.4,22.55,13.94
273,62.4,29.61,13.9
274,62.4,36.81,13.86
275,62.4,44.26,13.82
30,62.4,-23.98,-36.17
31,62.4,-24.56,-4.38
32,62.4,-28.1,24.75
33,62.4,-28.1,41.49
46,62.4,42.63,-2.17
47,62.4,19.01,-2.04
48,62.4,3.28,-1.31
49,62.4,-8.96,3.86
50,62.4,-14.35,15.61
57,62.4,49.66,-5.41
58,62.4,23.68,-5.27
59,62.4,5.29,-4.84
9,62.4,-17.58,-36.22
122,62.5,-38.69,-1.59
123,62.5,-45.69,-1.67
124,62.5,-52.69,-1.75
125,62.5,-38.65,-4.79
126,62.5,-45.65,-4.87
127,62.5,-52.65,-4.95
128,62.5,-59.65,-5.03
129,62.5,-38.62,-7.99
130,62.5,-45.62,-8.07
131,62.5,-52.62,-8.15
132,62.5,-59.63,-8.23
136,62.5,-27.03,-16.98
137,62.5,-70.16,4.46
138,62.5,-49.83,4.68
141,62.5,-38.73,1.61
142,62.5,-49.56,1.49
143,62.5,-59.7,-1.83
144,62.5,-66.7,-1.91
145,62.5,-73.73,-1.99
157,62.5,-66.66,-5.11
158,62.5,-73.67,-5.19
169,62.5,-66.63,-8.31
170,62.5,-73.66,-8.39
18,62.5,-20.79,-37.58
19,62.5,-21.2,-5.77
195,62.5,-2.5,26.45
196,62.5,8.38,17.22
197,62.5,28.95,17.1
198,62.5,44.5,17.02
20,62.5,-24.9,23.71
21,62.5,-24.9,41.05
215,62.5,-15.3,27.76
216,62.5,-7.81,-0.84
217,62.5,-16.55,10.05
218,62.5,-18.5,25.67
219,62.5,-18.5,41.49
229,62.5,-18.0,-5.79
231,62.5,-21.7,23.71
232,62.5,-21.7,41.05
242,62.5,16.12,1.17
247,62.5,8.49,4.41
248,62.5,8.47,1.21
249,62.5,8.51,7.61
250,62.5,15.51,7.58
251,62.5,22.53,7.54
252,62.5,29.65,7.5
253,62.5,37.04,7.46
254,62.5,44.73,7.42
260,62.5,8.53,10.81
261,62.5,15.53,10.78
262,62.5,22.55,10.74
263,62.5,29.67,10.7
264,62.5,37.06,10.66
265,62.5,44.75,10.62
270,62.5,8.54,14.01
271,62.5,15.54,13.98
272,62.5,22.55,13.94
273,62.5,29.6,13.9
274,62.5,36.79,13.86
275,62.5,44.21,13.82
30,62.5,-23.99,-37.56
31,62.5,-24.4,-5.76
32,62.5,-28.1,23.71
33,62.5,-28.1,41.05
46,62.5,44.01,-2.18
47,62.5,20.12,-2.05
48,62.5,3.93,-1.41
49,62.5,-8.42,3.51
50,62.5,-14.26,14.97
57,62.5,51.05,-5.42
58,62.5,24.91,-5.27
59,62.5,6.02,-4.95
9,62.5,-17.59,-37.61
122,62.6,-38.69,-1.59
123,62.6,-45.69,-1.67
124,62.6,-52.69,-1.75
125,62.6,-38.65,-4.79
126,62.6,-45.65,-4.87
127,62.6,-52.65,-4.95
128,62.6,-59.65,-5.03
129,62.6,-38.62,-7.99
130,62.6,-45.62,-8.07
131,62.6,-52.62,-8.15
132,62.6,-59.63,-8.23
136,62.6,-27.04,-17.78
137,62.6,-69.56,4.46
138,62.6,-48.63,4.7
141,62.6,-38.73,1.61
142,62.6,-49.26,1.49
143,62.6,-59.7,-1.83
144,62.6,-66.7,-1.91
145,62.6,-73.73,-1.99
157,62.6,-66.66,-5.11
158,62.6,-73.67,-5.18
169,62.6,-66.63,-8.31
170,62.6,-73.66,-8.39
18,62.6,-20.8,-38.97
19,62.6,-21.13,-7.16
195,62.6,-2.5,27.35
196,62.6,7.57,17.22
197,62.6,27.96,17.11
198,62.6,44.11,17.02
20,62.6,-24.89,22.64
21,62.6,-24.9,40.58
215,62.6,-15.3,27.13
216,62.6,-7.18,-1.25
217,62.6,-16.19,9.41
218,62.6,-18.5,24.88
219,62.6,-18.5,41.05
229,62.6,-17.93,-7.17
231,62.6,-21.69,22.64
232,62.6,-21.7,40.58
242,62.6,16.06,1.17
247,62.6,8.49,4.41
248,62.6,8.47,1.21
249,62.6,8.51,7.61
250,62.6,15.51,7.58
251,62.6,22.53,7.54
252,62.6,29.63,7.5
253,62.6,37.0,7.46
254,62.6,44.67,7.42
260,62.6,8.53,10.81
261,62.6,15.53,10.78
262,62.6,22.55,10.74
263,62.6,29.65,10.7
264,62.6,37.02,10.66
265,62.6,44.69,10.62
270,62.6,8.54,14.01
271,62.6,15.54,13.98
272,62.6,22.55,13.94
273,62.6,29.6,13.9
274,62.6,36.77,13.86
275,62.6,44.17,13.82
30,62.6,-24.0,-38.95
31,62.6,-24.33,-7.14
32,62.6,-28.09,22.64
33,62.6,-28.1,40.58
46,62.6,45.4,-2.19
47,62.6,21.26,-2.05
48,62.6,4.61,-1.52
49,62.6,-7.87,3.15
50,62.6,-14.18,14.34
58,62.6,26.17,-5.28
59,62.6,6.77,-5.07
9,62.6,-17.6,-39.0
122,62.7,-38.69,-1.59
123,62.7,-45.69,-1.67
124,62.7,-52.69,-1.75
125,62.7,-38.65,-4.79
126,62.7,-45.65,-4.87
127,62.7,-52.65,-4.95
128,62.7,-59.65,-5.03
129,62.7,-38.62,-7.99
130,62.7,-45.62,-8.07
131,62.7,-52.62,-8.15
132,62.7,-59.63,-8.23
136,62.7,-27.04,-18.61
137,62.7,-68.94,4.47
138,62.7,-47.41,4.71
141,62.7,-38.73,1.61
142,62.7,-48.98,1.49
143,62.7,-59.7,-1.83
144,62.7,-66.7,-1.91
145,62.7,-73.72,-1.99
157,62.7,-66.66,-5.11
158,62.7,-73.67,-5.18
169,62.7,-66.63,-8.31
170,62.7,-73.65,-8.39
18,62.7,-20.81,-40.36
19,62.7,-21.06,-8.55
195,62.7,-2.5,28.26
196,62.7,6.81,17.28
197,62.7,26.97,17.11
198,62.7,43.69,17.02
20,62.7,-24.82,21.55
21,62.7,-24.9,40.09
215,62.7,-15.3,26.52
216,62.7,-6.54,-1.67
217,62.7,-15.83,8.76
218,62.7,-18.5,24.09
219,62.7,-18.5,40.58
229,62.7,-17.86,-8.56
231,62.7,-21.62,21.55
232,62.7,-21.7,40.09
242,62.7,16.0,1.17
247,62.7,8.49,4.41
248,62.7,8.47,1.21
249,62.7,8.51,7.61
250,62.7,15.51,7.58
251,62.7,22.53,7.54
252,62.7,29.62,7.5
253,62.7,36.96,7.46
254,62.7,44.6,7.42
260,62.7,8.53,10.81
261,62.7,15.53,10.78
262,62.7,22.55,10.74
263,62.7,29.64,10.7
264,62.7,36.98,10.66
265,62.7,44.62,10.62
270,62.7,8.54,14.01
271,62.7,15.54,13.98
272,62.7,22.55,13.94
273,62.7,29.59,13.9
274,62.7,36.75,13.86
275,62.7,44.13,13.82
30,62.7,-24.01,-40.34
31,62.7,-24.26,-8.53
32,62.7,-28.02,21.55
33,62.7,-28.1,40.09
46,62.7,46.79,-2.19
47,62.7,22.43,-2.06
48,62.7,5.31,-1.63
49,62.7,-7.3,2.77
50,62.7,-14.09,13.7
58,62.7,27.45,-5.29
59,62.7,7.55,-5.18
9,62.7,-17.61,-40.39
122,62.8,-38.69,-1.59
123,62.8,-45.69,-1.67
124,62.8,-52.69,-1.75
125,62.8,-38.65,-4.79
126,62.8,-45.65,-4.87
127,62.8,-52.65,-4.95
128,62.8,-59.65,-5.03
129,62.8,-38.62,-7.99
130,62.8,-45.62,-8.07
131,62.8,-52.62,-8.15
132,62.8,-59.63,-8.23
136,62.8,-27.05,-19.46
137,62.8,-68.29,4.48
138,62.8,-46.16,4.73
141,62.8,-38.73,1.61
142,62.8,-48.72,1.5
143,62.8,-59.7,-1.83
144,62.8,-66.7,-1.91
145,62.8,-73.72,-1.99
157,62.8,-66.66,-5.11
158,62.8,-73.67,-5.18
169,62.8,-66.63,-8.31
170,62.8,-73.65,-8.39
18,62.8,-20.82,-41.75
19,62.8,-20.99,-9.93
195,62.8,-2.5,29.21
196,62.8,6.04,17.35
197,62.8,26.02,17.12
198,62.8,43.25,17.03
20,62.8,-24.76,20.44
21,62.8,-24.9,39.57
215,62.8,-15.3,25.9
216,62.8,-5.89,-2.09
217,62.8,-15.47,8.1
218,62.8,-18.5,23.3
219,62.8,-18.5,40.09
229,62.8,-17.79,-9.95
231,62.8,-21.56,20.44
232,62.8,-21.7,39.57
242,62.8,15.95,1.17
247,62.8,8.49,4.41
248,62.8,8.47,1.21
249,62.8,8.51,7.61
250,62.8,15.51,7.58
251,62.8,22.53,7.54
252,62.8,29.61,7.5
253,62.8,36.93,7.46
254,62.8,44.54,7.42
260,62.8,8.53,10.81
261,62.8,15.53,10.78
262,62.8,22.55,10.74
263,62.8,29.63,10.7
264,62.8,36.95,10.66
265,62.8,44.56,10.62
270,62.8,8.54,14.01
271,62.8,15.54,13.98
272,62.8,22.55,13.94
273,62.8,29.59,13.9
274,62.8,36.74,13.86
275,62.8,44.09,13.82
30,62.8,-24.02,-41.73
31,62.8,-24.19,-9.92
32,62.8,-27.96,20.44
33,62.8,-28.1,39.57
46,62.8,48.18,-2.2
47,62.8,23.62,-2.07
48,62.8,6.04,-1.75
49,62.8,-6.72,2.39
50,62.8,-14.01,13.05
58,62.8,28.75,-5.3
59,62.8,8.36,-5.19
9,62.8,-17.62,-41.78
122,62.9,-38.69,-1.59
123,62.9,-45.69,-1.67
124,62.9,-52.69,-1.75
125,62.9,-38.65,-4.79
126,62.9,-45.65,-4.87
127,62.9,-52.65,-4.95
128,62.9,-59.65,-5.03
129,62.9,-38.62,-7.99
130,62.9,-45.62,-8.07
131,62.9,-52.62,-8.15
132,62.9,-59.62,-8.23
136,62.9,-27.06,-20.34
137,62.9,-67.61,4.48
138,62.9,-44.89,4.74
141,62.9,-38.73,1.61
142,62.9,-48.48,1.5
143,62.9,-59.69,-1.83
144,62.9,-66.7,-1.91
145,62.9,-73.72,-1.99
157,62.9,-66.66,-5.11
158,62.9,-73.67,-5.18
169,62.9,-66.63,-8.31
170,62.9,-73.65,-8.39
18,62.9,-20.83,-43.14
19,62.9,-20.92,-11.32
195,62.9,-2.5,30.18
196,62.9,5.28,17.41
197,62.9,25.07,17.13
198,62.9,42.78,17.03
20,62.9,-24.69,19.3
21,62.9,-24.9,39.02
215,62.9,-15.3,25.27
216,62.9,-5.21,-2.53
217,62.9,-15.12,7.47
218,62.9,-18.45,22.51
219,62.9,-18.5,39.57
229,62.9,-17.72,-11.34
231,62.9,-21.49,19.29
232,62.9,-21.7,39.02
242,62.9,15.9,1.17
247,62.9,8.49,4.41
248,62.9,8.47,1.21
249,62.9,8.51,7.61
250,62.9,15.51,7.58
251,62.9,22.52,7.54
252,62.9,29.61,7.5
253,62.9,36.9,7.46
254,62.9,44.48,7.42
260,62.9,8.53,10.81
261,62.9,15.53,10.78
262,62.9,22.54,10.74
263,62.9,29.63,10.7
264,62.9,36.92,10.66
265,62.9,44.5,10.62
270,62.9,8.54,14.01
271,62.9,15.54,13.98
272,62.9,22.55,13.94
273,62.9,29.58,13.9
274,62.9,36.72,13.86
275,62.9,44.06,13.82
30,62.9,-24.03,-43.12
31,62.9,-24.12,-11.3
32,62.9,-27.89,19.3
33,62.9,-28.1,39.02
46,62.9,49.57,-2.21
47,62.9,24.84,-2.07
48,62.9,6.79,-1.87
49,62.9,-6.13,2.0
50,62.9,-13.92,12.39
58,62.9,30.08,-5.3
59,62.9,9.2,-5.19
9,62.9,-17.63,-43.17
122,63.0,-38.69,-1.59
123,63.0,-45.69,-1.67
124,63.0,-52.69,-1.75
125,63.0,-38.65,-4.79
126,63.0,-45.65,-4.87
127,63.0,-52.65,-4.95
128,63.0,-59.65,-5.03
129,63.0,-38.62,-7.99
