vehicle_id,time_s,x_m,y_m
1,1.0,-21.7,45.03
11,1.0,-24.9,45.03
23,1.0,-28.1,45.03
60,1.0,-8.01,-41.27
62,1.0,-4.81,-41.3
65,1.0,-1.61,-41.32
69,1.0,1.59,-41.34
83,1.0,47.14,1.0
96,1.0,47.19,10.6
1,1.1,-21.7,45.0
11,1.1,-24.9,45.0
23,1.1,-28.1,45.0
60,1.1,-8.01,-41.24
62,1.1,-4.81,-41.27
65,1.1,-1.61,-41.29
69,1.1,1.59,-41.31
83,1.1,47.11,1.01
96,1.1,47.17,10.61
1,1.2,-21.7,44.95
11,1.2,-24.9,44.95
23,1.2,-28.1,44.95
60,1.2,-8.01,-41.19
62,1.2,-4.81,-41.22
65,1.2,-1.61,-41.24
69,1.2,1.59,-41.26
83,1.2,47.06,1.01
96,1.2,47.11,10.61
1,1.3,-21.7,44.87
11,1.3,-24.9,44.87
23,1.3,-28.1,44.87
60,1.3,-8.01,-41.11
62,1.3,-4.81,-41.14
65,1.3,-1.61,-41.16
69,1.3,1.59,-41.18
83,1.3,46.98,1.01
96,1.3,47.04,10.61
1,1.4,-21.7,44.77
11,1.4,-24.9,44.77
23,1.4,-28.1,44.77
60,1.4,-8.01,-41.01
62,1.4,-4.81,-41.04
65,1.4,-1.61,-41.06
69,1.4,1.59,-41.08
83,1.4,46.88,1.01
96,1.4,46.93,10.61
1,1.5,-21.7,44.64
11,1.5,-24.9,44.64
23,1.5,-28.1,44.64
60,1.5,-8.01,-40.88
62,1.5,-4.81,-40.91
65,1.5,-1.61,-40.93
69,1.5,1.59,-40.95
83,1.5,46.75,1.01
96,1.5,46.8,10.61
1,1.6,-21.7,44.48
11,1.6,-24.9,44.48
23,1.6,-28.1,44.48
60,1.6,-8.01,-40.72
62,1.6,-4.81,-40.75
65,1.6,-1.61,-40.77
69,1.6,1.59,-40.79
83,1.6,46.59,1.01
96,1.6,46.65,10.61
1,1.7,-21.7,44.3
11,1.7,-24.9,44.3
23,1.7,-28.1,44.3
60,1.7,-8.01,-40.54
62,1.7,-4.81,-40.57
65,1.7,-1.61,-40.59
69,1.7,1.59,-40.61
83,1.7,46.41,1.01
96,1.7,46.46,10.61
1,1.8,-21.7,44.09
11,1.8,-24.9,44.09
23,1.8,-28.1,44.09
60,1.8,-8.01,-40.33
62,1.8,-4.81,-40.36
65,1.8,-1.61,-40.38
69,1.8,1.59,-40.4
83,1.8,46.2,1.01
96,1.8,46.26,10.61
1,1.9,-21.7,43.86
11,1.9,-24.9,43.86
23,1.9,-28.1,43.86
60,1.9,-8.01,-40.1
62,1.9,-4.81,-40.13
65,1.9,-1.61,-40.15
69,1.9,1.59,-40.17
83,1.9,45.97,1.01
96,1.9,46.02,10.61
1,2.0,-21.7,43.6
109,2.0,47.21,13.8
11,2.0,-24.9,43.6
23,2.0,-28.1,43.6
60,2.0,-8.0,-39.84
62,2.0,-4.8,-39.87
65,2.0,-1.6,-39.89
69,2.0,1.6,-39.91
83,2.0,45.71,1.01
88,2.0,47.16,4.2
92,2.0,47.17,7.4
96,2.0,45.76,10.61
99,2.0,-76.56,-11.62
1,2.1,-21.7,43.31
109,2.1,47.18,13.81
11,2.1,-24.9,43.31
23,2.1,-28.1,43.31
60,2.1,-8.0,-39.55
62,2.1,-4.8,-39.58
65,2.1,-1.6,-39.6
69,2.1,1.6,-39.62
83,2.1,45.42,1.01
88,2.1,47.13,4.21
92,2.1,47.15,7.41
96,2.1,45.48,10.61
99,2.1,-76.53,-11.62
1,2.2,-21.7,43.0
109,2.2,47.13,13.81
11,2.2,-24.9,43.0
23,2.2,-28.1,43.0
60,2.2,-8.0,-39.24
62,2.2,-4.8,-39.27
65,2.2,-1.6,-39.29
69,2.2,1.6,-39.31
83,2.2,45.11,1.02
88,2.2,47.08,4.21
92,2.2,47.09,7.41
96,2.2,45.16,10.62
99,2.2,-76.48,-11.62
1,2.3,-21.7,42.66
109,2.3,47.05,13.81
11,2.3,-24.9,42.66
23,2.3,-28.1,42.66
60,2.3,-8.0,-38.9
62,2.3,-4.8,-38.93
65,2.3,-1.6,-38.95
69,2.3,1.6,-38.97
83,2.3,44.77,1.02
88,2.3,47.0,4.21
92,2.3,47.02,7.41
96,2.3,44.83,10.62
99,2.3,-76.4,-11.62
1,2.4,-21.7,42.3
109,2.4,46.95,13.81
11,2.4,-24.9,42.3
23,2.4,-28.1,42.3
60,2.4,-7.99,-38.54
62,2.4,-4.79,-38.57
65,2.4,-1.59,-38.59
69,2.4,1.61,-38.61
83,2.4,44.41,1.02
88,2.4,46.9,4.21
92,2.4,46.91,7.41
96,2.4,44.46,10.62
99,2.4,-76.3,-11.62
1,2.5,-21.7,41.91
109,2.5,46.82,13.81
11,2.5,-24.9,41.91
23,2.5,-28.1,41.91
60,2.5,-7.99,-38.15
62,2.5,-4.79,-38.18
65,2.5,-1.59,-38.2
69,2.5,1.61,-38.22
83,2.5,44.02,1.02
88,2.5,46.77,4.21
92,2.5,46.78,7.41
96,2.5,44.07,10.62
99,2.5,-76.17,-11.61
1,2.6,-21.7,41.49
109,2.6,46.66,13.81
11,2.6,-24.9,41.49
23,2.6,-28.1,41.49
60,2.6,-7.99,-37.73
62,2.6,-4.79,-37.76
65,2.6,-1.59,-37.78
69,2.6,1.61,-37.8
83,2.6,43.6,1.02
88,2.6,46.61,4.21
92,2.6,46.63,7.41
96,2.6,43.66,10.62
99,2.6,-76.01,-11.61
1,2.7,-21.7,41.05
109,2.7,46.48,13.81
11,2.7,-24.9,41.05
23,2.7,-28.1,41.05
60,2.7,-7.98,-37.29
62,2.7,-4.78,-37.32
65,2.7,-1.58,-37.34
69,2.7,1.62,-37.36
83,2.7,43.16,1.03
88,2.7,46.43,4.21
92,2.7,46.44,7.41
96,2.7,43.21,10.63
99,2.7,-75.83,-11.61
1,2.8,-21.7,40.58
109,2.8,46.27,13.81
11,2.8,-24.9,40.58
23,2.8,-28.1,40.58
60,2.8,-7.98,-36.82
62,2.8,-4.78,-36.85
65,2.8,-1.58,-36.87
69,2.8,1.62,-36.89
83,2.8,42.69,1.03
88,2.8,46.22,4.21
92,2.8,46.24,7.41
96,2.8,42.75,10.63
99,2.8,-75.62,-11.61
1,2.9,-21.7,40.09
109,2.9,46.04,13.81
11,2.9,-24.9,40.09
23,2.9,-28.1,40.09
60,2.9,-7.98,-36.33
62,2.9,-4.78,-36.36
65,2.9,-1.58,-36.38
69,2.9,1.62,-36.4
83,2.9,42.2,1.03
88,2.9,45.99,4.21
92,2.9,46.0,7.41
96,2.9,42.25,10.63
99,2.9,-75.39,-11.61
1,3.0,-21.7,39.57
109,3.0,45.78,13.81
11,3.0,-24.9,39.57
23,3.0,-28.1,39.57
60,3.0,-7.97,-35.81
62,3.0,-4.77,-35.84
65,3.0,-1.57,-35.86
69,3.0,1.63,-35.88
83,3.0,41.68,1.03
88,3.0,45.73,4.21
92,3.0,45.74,7.41
96,3.0,41.73,10.63
99,3.0,-75.13,-11.6
1,3.1,-21.7,39.02
109,3.1,45.49,13.81
11,3.1,-24.9,39.02
23,3.1,-28.1,39.02
60,3.1,-7.97,-35.26
62,3.1,-4.77,-35.29
65,3.1,-1.57,-35.31
69,3.1,1.63,-35.33
83,3.1,41.13,1.04
88,3.1,45.44,4.21
92,3.1,45.46,7.41
96,3.1,41.19,10.64
99,3.1,-74.84,-11.6
1,3.2,-21.7,38.45
109,3.2,45.18,13.82
11,3.2,-24.9,38.45
23,3.2,-28.1,38.45
60,3.2,-7.96,-34.69
62,3.2,-4.76,-34.72
65,3.2,-1.56,-34.74
69,3.2,1.64,-34.76
83,3.2,40.56,1.04
88,3.2,45.13,4.22
92,3.2,45.14,7.42
96,3.2,40.61,10.64
99,3.2,-74.53,-11.6
1,3.3,-21.7,37.85
10,3.3,-24.9,45.03
109,3.3,44.84,13.82
11,3.3,-24.9,37.85
2,3.3,-21.7,45.03
22,3.3,-28.1,45.03
23,3.3,-28.1,37.85
60,3.3,-7.96,-34.09
61,3.3,-8.01,-41.27
62,3.3,-4.76,-34.12
63,3.3,-4.81,-41.3
65,3.3,-1.56,-34.14
66,3.3,-1.61,-41.32
69,3.3,1.64,-34.16
83,3.3,39.96,1.04
84,3.3,47.14,1.0
88,3.3,44.79,4.22
92,3.3,44.81,7.42
96,3.3,40.02,10.64
97,3.3,47.19,10.6
99,3.3,-74.19,-11.59
1,3.4,-21.7,37.23
10,3.4,-24.9,45.0
109,3.4,44.48,13.82
11,3.4,-24.9,37.23
2,3.4,-21.7,45.0
22,3.4,-28.1,45.0
23,3.4,-28.1,37.23
60,3.4,-7.96,-33.47
61,3.4,-8.01,-41.24
62,3.4,-4.76,-33.5
63,3.4,-4.81,-41.27
65,3.4,-1.56,-33.52
66,3.4,-1.61,-41.29
69,3.4,1.64,-33.54
83,3.4,39.34,1.05
84,3.4,47.11,1.01
88,3.4,44.43,4.22
92,3.4,44.44,7.42
96,3.4,39.39,10.65
97,3.4,47.17,10.61
99,3.4,-73.83,-11.59
1,3.5,-21.7,36.58
10,3.5,-24.9,44.95
109,3.5,44.09,13.82
11,3.5,-24.9,36.58
2,3.5,-21.7,44.95
22,3.5,-28.1,44.95
23,3.5,-28.1,36.58
60,3.5,-7.95,-32.82
61,3.5,-8.01,-41.19
62,3.5,-4.75,-32.85
63,3.5,-4.81,-41.22
65,3.5,-1.55,-32.87
66,3.5,-1.61,-41.24
69,3.5,1.65,-32.89
83,3.5,38.69,1.05
84,3.5,47.06,1.01
88,3.5,44.04,4.22
92,3.5,44.05,7.42
96,3.5,38.74,10.65
97,3.5,47.11,10.61
99,3.5,-73.44,-11.58
1,3.6,-21.7,35.9
10,3.6,-24.9,44.87
109,3.6,43.67,13.82
11,3.6,-24.9,35.9
2,3.6,-21.7,44.87
22,3.6,-28.1,44.87
23,3.6,-28.1,35.9
60,3.6,-7.95,-32.14
61,3.6,-8.01,-41.11
62,3.6,-4.75,-32.17
63,3.6,-4.81,-41.14
65,3.6,-1.55,-32.19
66,3.6,-1.61,-41.16
69,3.6,1.65,-32.21
83,3.6,38.01,1.05
84,3.6,46.98,1.01
88,3.6,43.62,4.22
92,3.6,43.64,7.42
96,3.6,38.07,10.65
97,3.6,47.04,10.61
99,3.6,-73.02,-11.58
1,3.7,-21.7,35.2
10,3.7,-24.9,44.77
109,3.7,43.23,13.83
11,3.7,-24.9,35.2
2,3.7,-21.7,44.77
22,3.7,-28.1,44.77
23,3.7,-28.1,35.2
60,3.7,-7.94,-31.44
61,3.7,-8.01,-41.01
62,3.7,-4.74,-31.47
63,3.7,-4.81,-41.04
65,3.7,-1.54,-31.49
66,3.7,-1.61,-41.06
69,3.7,1.66,-31.51
83,3.7,37.31,1.06
84,3.7,46.88,1.01
88,3.7,43.18,4.23
92,3.7,43.19,7.43
96,3.7,37.37,10.66
97,3.7,46.93,10.61
99,3.7,-72.58,-11.57
1,3.8,-21.7,34.47
10,3.8,-24.9,44.64
109,3.8,42.76,13.83
11,3.8,-24.9,34.47
2,3.8,-21.7,44.64
22,3.8,-28.1,44.64
23,3.8,-28.1,34.47
60,3.8,-7.93,-30.71
61,3.8,-8.01,-40.88
62,3.8,-4.73,-30.74
63,3.8,-4.81,-40.91
65,3.8,-1.53,-30.76
66,3.8,-1.61,-40.93
69,3.8,1.67,-30.78
83,3.8,36.58,1.06
84,3.8,46.75,1.01
88,3.8,42.71,4.23
92,3.8,42.73,7.43
96,3.8,36.64,10.66
97,3.8,46.8,10.61
99,3.8,-72.11,-11.57
1,3.9,-21.7,33.72
10,3.9,-24.9,44.48
109,3.9,42.27,13.83
11,3.9,-24.9,33.72
2,3.9,-21.7,44.48
22,3.9,-28.1,44.48
23,3.9,-28.1,33.72
60,3.9,-7.93,-29.96
61,3.9,-8.01,-40.72
62,3.9,-4.73,-29.98
63,3.9,-4.81,-40.75
65,3.9,-1.53,-30.01
66,3.9,-1.61,-40.77
69,3.9,1.67,-30.03
83,3.9,35.83,1.07
84,3.9,46.59,1.01
88,3.9,42.22,4.23
92,3.9,42.23,7.43
96,3.9,35.88,10.67
97,3.9,46.65,10.61
99,3.9,-71.62,-11.56
1,4.0,-21.7,32.94
10,4.0,-24.9,44.3
109,4.0,41.75,13.83
11,4.0,-24.9,32.94
2,4.0,-21.7,44.3
22,4.0,-28.1,44.3
23,4.0,-28.1,32.94
60,4.0,-7.92,-29.18
61,4.0,-8.01,-40.54
62,4.0,-4.72,-29.2
63,4.0,-4.81,-40.57
65,4.0,-1.52,-29.23
66,4.0,-1.61,-40.59
69,4.0,1.68,-29.25
83,4.0,35.05,1.07
84,4.0,46.41,1.01
88,4.0,41.7,4.23
92,4.0,41.71,7.43
96,4.0,35.1,10.67
97,4.0,46.46,10.61
99,4.0,-71.1,-11.56
1,4.1,-21.7,32.13
10,4.1,-24.9,44.09
109,4.1,41.2,13.84
11,4.1,-24.9,32.13
2,4.1,-21.7,44.09
22,4.1,-28.1,44.09
23,4.1,-28.1,32.13
60,4.1,-7.92,-28.37
61,4.1,-8.01,-40.33
62,4.1,-4.72,-28.4
63,4.1,-4.81,-40.36
65,4.1,-1.52,-28.42
66,4.1,-1.61,-40.38
69,4.1,1.68,-28.44
83,4.1,34.24,1.07
84,4.1,46.2,1.01
88,4.1,41.15,4.24
92,4.1,41.17,7.44
96,4.1,34.3,10.67
97,4.1,46.26,10.61
99,4.1,-70.55,-11.55
1,4.2,-21.7,31.3
10,4.2,-24.9,43.86
109,4.2,40.63,13.84
11,4.2,-24.9,31.3
2,4.2,-21.7,43.86
22,4.2,-28.1,43.86
23,4.2,-28.1,31.3
60,4.2,-7.91,-27.54
61,4.2,-8.01,-40.1
62,4.2,-4.71,-27.57
63,4.2,-4.81,-40.13
65,4.2,-1.51,-27.59
66,4.2,-1.61,-40.15
69,4.2,1.69,-27.61
83,4.2,33.41,1.08
84,4.2,45.97,1.01
88,4.2,40.58,4.24
92,4.2,40.59,7.44
96,4.2,33.47,10.68
97,4.2,46.02,10.61
99,4.2,-69.98,-11.54
1,4.3,-21.7,30.44
10,4.3,-24.9,43.6
100,4.3,-76.56,-11.62
109,4.3,40.03,13.84
11,4.3,-24.9,30.44
110,4.3,47.21,13.8
2,4.3,-21.7,43.6
22,4.3,-28.1,43.6
23,4.3,-28.1,30.44
60,4.3,-7.9,-26.68
61,4.3,-8.0,-39.84
62,4.3,-4.7,-26.71
63,4.3,-4.8,-39.87
65,4.3,-1.5,-26.73
66,4.3,-1.6,-39.89
69,4.3,1.7,-26.75
83,4.3,32.55,1.08
84,4.3,45.71,1.01
88,4.3,39.98,4.24
89,4.3,47.16,4.2
92,4.3,40.0,7.44
93,4.3,47.17,7.4
96,4.3,32.61,10.68
97,4.3,45.76,10.61
99,4.3,-69.38,-11.54
1,4.4,-21.7,29.56
10,4.4,-24.9,43.31
100,4.4,-76.53,-11.62
109,4.4,39.41,13.85
11,4.4,-24.9,29.56
110,4.4,47.18,13.81
2,4.4,-21.7,43.31
22,4.4,-28.1,43.31
23,4.4,-28.1,29.56
60,4.4,-7.9,-25.8
61,4.4,-8.0,-39.55
62,4.4,-4.7,-25.82
63,4.4,-4.8,-39.58
65,4.4,-1.5,-25.85
66,4.4,-1.6,-39.6
69,4.4,1.7,-25.87
83,4.4,31.67,1.09
84,4.4,45.42,1.01
88,4.4,39.36,4.25
89,4.4,47.13,4.21
92,4.4,39.37,7.45
93,4.4,47.15,7.41
96,4.4,31.72,10.69
97,4.4,45.48,10.61
99,4.4,-68.76,-11.53
1,4.5,-21.7,28.65
10,4.5,-24.9,43.0
100,4.5,-76.48,-11.62
109,4.5,38.76,13.85
11,4.5,-24.9,28.65
110,4.5,47.13,13.81
2,4.5,-21.7,43.0
22,4.5,-28.1,43.0
23,4.5,-28.1,28.65
60,4.5,-7.89,-24.89
61,4.5,-8.0,-39.24
62,4.5,-4.69,-24.91
63,4.5,-4.8,-39.27
65,4.5,-1.49,-24.94
66,4.5,-1.6,-39.29
69,4.5,1.71,-24.96
83,4.5,30.76,1.09
84,4.5,45.11,1.02
88,4.5,38.71,4.25
89,4.5,47.08,4.21
92,4.5,38.72,7.45
93,4.5,47.09,7.41
96,4.5,30.81,10.69
97,4.5,45.16,10.62
99,4.5,-68.11,-11.52
1,4.6,-21.7,27.71
10,4.6,-24.9,42.66
100,4.6,-76.4,-11.62
109,4.6,38.08,13.85
11,4.6,-24.9,27.71
110,4.6,47.05,13.81
2,4.6,-21.7,42.66
22,4.6,-28.1,42.66
23,4.6,-28.1,27.71
60,4.6,-7.88,-23.95
61,4.6,-8.0,-38.9
62,4.6,-4.68,-23.98
63,4.6,-4.8,-38.93
65,4.6,-1.48,-24.0
66,4.6,-1.6,-38.95
69,4.6,1.72,-24.02
83,4.6,29.82,1.1
84,4.6,44.77,1.02
88,4.6,38.03,4.25
89,4.6,47.0,4.21
92,4.6,38.05,7.45
93,4.6,47.02,7.41
96,4.6,29.88,10.7
97,4.6,44.83,10.62
99,4.6,-67.43,-11.52
1,4.7,-21.7,26.75
10,4.7,-24.9,42.3
100,4.7,-76.3,-11.62
109,4.7,37.38,13.86
11,4.7,-24.9,26.75
110,4.7,46.95,13.81
2,4.7,-21.7,42.3
22,4.7,-28.1,42.3
23,4.7,-28.1,26.75
60,4.7,-7.88,-22.99
61,4.7,-7.99,-38.54
62,4.7,-4.68,-23.01
63,4.7,-4.79,-38.57
65,4.7,-1.48,-23.04
66,4.7,-1.59,-38.59
69,4.7,1.72,-23.06
83,4.7,28.86,1.1
84,4.7,44.41,1.02
88,4.7,37.33,4.26
89,4.7,46.9,4.21
92,4.7,37.35,7.46
93,4.7,46.91,7.41
96,4.7,28.92,10.7
97,4.7,44.46,10.62
99,4.7,-66.73,-11.51
1,4.8,-21.7,25.76
10,4.8,-24.9,41.91
100,4.8,-76.17,-11.61
109,4.8,36.65,13.86
11,4.8,-24.9,25.76
110,4.8,46.82,13.81
2,4.8,-21.7,41.91
22,4.8,-28.1,41.91
23,4.8,-28.1,25.76
60,4.8,-7.87,-22.0
61,4.8,-7.99,-38.15
62,4.8,-4.67,-22.03
63,4.8,-4.79,-38.18
65,4.8,-1.47,-22.05
66,4.8,-1.59,-38.2
69,4.8,1.73,-22.1
83,4.8,27.87,1.11
84,4.8,44.02,1.02
88,4.8,36.6,4.26
89,4.8,46.77,4.21
92,4.8,36.62,7.46
93,4.8,46.78,7.41
96,4.8,27.93,10.71
97,4.8,44.07,10.62
99,4.8,-66.0,-11.5
1,4.9,-21.7,24.75
10,4.9,-24.9,41.49
100,4.9,-76.01,-11.61
109,4.9,35.9,13.87
11,4.9,-24.9,24.75
110,4.9,46.66,13.81
2,4.9,-21.7,41.49
22,4.9,-28.1,41.49
23,4.9,-28.1,24.75
60,4.9,-7.86,-20.99
61,4.9,-7.99,-37.73
62,4.9,-4.66,-21.01
63,4.9,-4.79,-37.76
65,4.9,-1.46,-21.04
66,4.9,-1.59,-37.78
69,4.9,1.74,-21.18
83,4.9,26.86,1.11
84,4.9,43.6,1.02
88,4.9,35.85,4.27
89,4.9,46.61,4.21
92,4.9,35.86,7.47
93,4.9,46.63,7.41
96,4.9,26.92,10.71
97,4.9,43.66,10.62
99,4.9,-65.25,-11.49
1,5.0,-21.7,23.71
10,5.0,-24.9,41.05
100,5.0,-75.83,-11.61
109,5.0,35.12,13.87
11,5.0,-24.9,23.71
110,5.0,46.48,13.81
2,5.0,-21.7,41.05
22,5.0,-28.1,41.05
23,5.0,-28.1,23.71
60,5.0,-7.85,-19.95
61,5.0,-7.98,-37.29
62,5.0,-4.65,-19.97
63,5.0,-4.78,-37.32
65,5.0,-1.45,-20.0
66,5.0,-1.58,-37.34
69,5.0,1.75,-20.3
70,5.0,47.23,17.0
83,5.0,25.82,1.12
84,5.0,43.16,1.03
88,5.0,35.07,4.27
89,5.0,46.43,4.21
92,5.0,35.08,7.47
93,5.0,46.44,7.41
96,5.0,25.88,10.72
97,5.0,43.21,10.63
99,5.0,-64.47,-11.48
1,5.1,-21.69,22.64
10,5.1,-24.9,40.58
100,5.1,-75.62,-11.61
109,5.1,34.31,13.87
11,5.1,-24.89,22.64
110,5.1,46.27,13.81
2,5.1,-21.7,40.58
22,5.1,-28.1,40.58
23,5.1,-28.09,22.64
60,5.1,-7.84,-18.88
61,5.1,-7.98,-36.82
62,5.1,-4.64,-18.9
63,5.1,-4.78,-36.85
65,5.1,-1.44,-18.93
66,5.1,-1.58,-36.87
69,5.1,1.75,-19.47
70,5.1,47.2,17.01
83,5.1,24.75,1.13
84,5.1,42.69,1.03
88,5.1,34.26,4.27
89,5.1,46.22,4.21
92,5.1,34.28,7.47
93,5.1,46.24,7.41
96,5.1,24.81,10.73
97,5.1,42.75,10.63
99,5.1,-63.66,-11.47
1,5.2,-21.62,21.55
10,5.2,-24.9,40.09
100,5.2,-75.39,-11.61
109,5.2,33.48,13.88
11,5.2,-24.82,21.55
110,5.2,46.04,13.81
2,5.2,-21.7,40.09
22,5.2,-28.1,40.09
23,5.2,-28.02,21.55
60,5.2,-7.84,-17.79
61,5.2,-7.98,-36.33
62,5.2,-4.64,-17.81
63,5.2,-4.78,-36.36
65,5.2,-1.44,-17.84
66,5.2,-1.58,-36.38
69,5.2,1.76,-18.68
70,5.2,47.15,17.01
83,5.2,23.66,1.13
84,5.2,42.2,1.03
88,5.2,33.43,4.28
89,5.2,45.99,4.21
92,5.2,33.45,7.48
93,5.2,46.0,7.41
96,5.2,23.72,10.73
97,5.2,42.25,10.63
99,5.2,-62.83,-11.46
1,5.3,-21.56,20.44
10,5.3,-24.9,39.57
100,5.3,-75.13,-11.6
109,5.3,32.62,13.88
11,5.3,-24.76,20.44
110,5.3,45.78,13.81
2,5.3,-21.7,39.57
22,5.3,-28.1,39.57
23,5.3,-27.96,20.44
60,5.3,-7.85,-16.67
61,5.3,-7.97,-35.81
62,5.3,-4.65,-16.69
63,5.3,-4.77,-35.84
65,5.3,-1.45,-16.72
66,5.3,-1.57,-35.86
69,5.3,1.76,-17.94
70,5.3,47.07,17.01
83,5.3,22.54,1.14
84,5.3,41.68,1.03
88,5.3,32.57,4.28
89,5.3,45.73,4.21
92,5.3,32.59,7.48
93,5.3,45.74,7.41
96,5.3,22.6,10.74
97,5.3,41.73,10.63
99,5.3,-61.97,-11.45
1,5.4,-21.49,19.29
10,5.4,-24.9,39.02
100,5.4,-74.84,-11.6
109,5.4,31.74,13.89
11,5.4,-24.69,19.3
110,5.4,45.49,13.81
2,5.4,-21.7,39.02
22,5.4,-28.1,39.02
23,5.4,-27.89,19.3
60,5.4,-7.91,-15.53
61,5.4,-7.97,-35.26
62,5.4,-4.71,-15.55
63,5.4,-4.77,-35.29
65,5.4,-1.51,-15.58
66,5.4,-1.57,-35.31
69,5.4,1.77,-17.24
70,5.4,46.97,17.01
83,5.4,21.44,1.14
84,5.4,41.13,1.04
88,5.4,31.69,4.29
89,5.4,45.44,4.21
92,5.4,31.7,7.49
93,5.4,45.46,7.41
96,5.4,21.5,10.74
97,5.4,41.19,10.64
99,5.4,-61.09,-11.44
1,5.5,-21.43,18.13
10,5.5,-24.9,38.45
100,5.5,-74.53,-11.6
109,5.5,30.83,13.89
11,5.5,-24.63,18.13
110,5.5,45.18,13.82
2,5.5,-21.7,38.45
22,5.5,-28.1,38.45
23,5.5,-27.82,18.13
60,5.5,-7.97,-14.36
61,5.5,-7.96,-34.69
62,5.5,-4.77,-14.38
63,5.5,-4.76,-34.72
65,5.5,-1.57,-14.41
66,5.5,-1.56,-34.74
69,5.5,1.85,-16.6
70,5.5,46.84,17.01
83,5.5,20.38,1.15
84,5.5,40.56,1.04
88,5.5,30.78,4.29
89,5.5,45.13,4.22
92,5.5,30.79,7.49
93,5.5,45.14,7.42
96,5.5,20.44,10.75
97,5.5,40.61,10.64
99,5.5,-60.18,-11.43
1,5.6,-21.36,16.93
10,5.6,-24.9,37.85
100,5.6,-74.19,-11.59
109,5.6,29.89,13.9
11,5.6,-24.56,16.93
110,5.6,44.84,13.82
12,5.6,-24.9,45.03
2,5.6,-21.7,37.85
22,5.6,-28.1,37.85
23,5.6,-27.76,16.94
24,5.6,-28.1,45.03
3,5.6,-21.7,45.03
60,5.6,-8.03,-13.17
61,5.6,-7.96,-34.09
62,5.6,-4.83,-13.19
63,5.6,-4.76,-34.12
64,5.6,-4.81,-41.3
65,5.6,-1.63,-13.22
66,5.6,-1.56,-34.14
67,5.6,-1.61,-41.32
69,5.6,1.95,-15.96
70,5.6,46.68,17.01
83,5.6,19.37,1.16
84,5.6,39.96,1.04
85,5.6,47.14,1.0
88,5.6,29.84,4.3
89,5.6,44.79,4.22
92,5.6,29.86,7.5
93,5.6,44.81,7.42
96,5.6,19.43,10.76
97,5.6,40.02,10.64
98,5.6,47.19,10.6
99,5.6,-59.24,-11.42
1,5.7,-21.28,15.71
10,5.7,-24.9,37.23
100,5.7,-73.83,-11.59
109,5.7,28.93,13.9
11,5.7,-24.48,15.71
110,5.7,44.48,13.82
12,5.7,-24.9,45.0
2,5.7,-21.7,37.23
22,5.7,-28.1,37.23
23,5.7,-27.68,15.72
24,5.7,-28.1,45.0
3,5.7,-21.7,45.0
60,5.7,-8.09,-11.95
61,5.7,-7.96,-33.47
62,5.7,-4.89,-11.97
63,5.7,-4.76,-33.5
64,5.7,-4.81,-41.27
65,5.7,-1.69,-12.0
66,5.7,-1.56,-33.52
67,5.7,-1.61,-41.29
69,5.7,2.05,-15.31
70,5.7,46.5,17.01
83,5.7,18.4,1.16
84,5.7,39.34,1.05
85,5.7,47.11,1.01
88,5.7,28.88,4.3
89,5.7,44.43,4.22
92,5.7,28.9,7.5
93,5.7,44.44,7.42
96,5.7,18.46,10.76
97,5.7,39.39,10.65
98,5.7,47.17,10.61
99,5.7,-58.28,-11.41
1,5.8,-21.21,14.46
10,5.8,-24.9,36.58
100,5.8,-73.44,-11.58
109,5.8,27.94,13.91
11,5.8,-24.41,14.47
110,5.8,44.09,13.82
12,5.8,-24.9,44.95
2,5.8,-21.7,36.58
22,5.8,-28.1,36.58
23,5.8,-27.61,14.47
24,5.8,-28.1,44.95
3,5.8,-21.7,44.95
60,5.8,-8.15,-10.71
61,5.8,-7.95,-32.82
62,5.8,-4.95,-10.72
63,5.8,-4.75,-32.85
64,5.8,-4.81,-41.22
65,5.8,-1.75,-10.75
66,5.8,-1.55,-32.87
67,5.8,-1.61,-41.24
69,5.8,2.16,-14.67
70,5.8,46.29,17.01
83,5.8,17.48,1.17
84,5.8,38.69,1.05
85,5.8,47.06,1.01
88,5.8,27.89,4.31
89,5.8,44.04,4.22
92,5.8,27.91,7.51
93,5.8,44.05,7.42
96,5.8,17.54,10.77
97,5.8,38.74,10.65
98,5.8,47.11,10.61
99,5.8,-57.29,-11.4
1,5.9,-21.14,13.19
10,5.9,-24.9,35.9
100,5.9,-73.02,-11.58
109,5.9,26.93,13.91
11,5.9,-24.34,13.2
110,5.9,43.67,13.82
12,5.9,-24.9,44.87
2,5.9,-21.7,35.9
22,5.9,-28.1,35.9
23,5.9,-27.54,13.2
24,5.9,-28.1,44.87
3,5.9,-21.7,44.87
60,5.9,-8.22,-9.43
61,5.9,-7.95,-32.14
62,5.9,-5.02,-9.45
63,5.9,-4.75,-32.17
64,5.9,-4.81,-41.14
65,5.9,-1.82,-9.47
66,5.9,-1.55,-32.19
67,5.9,-1.61,-41.16
69,5.9,2.49,-14.12
70,5.9,46.06,17.01
83,5.9,16.6,1.17
84,5.9,38.01,1.05
85,5.9,46.98,1.01
88,5.9,26.88,4.31
89,5.9,43.62,4.22
92,5.9,26.9,7.51
93,5.9,43.64,7.42
96,5.9,16.66,10.77
97,5.9,38.07,10.65
98,5.9,47.04,10.61
99,5.9,-56.28,-11.39
1,6.0,-21.06,11.89
10,6.0,-24.9,35.2
100,6.0,-72.58,-11.57
